budget_id,school_id,municipality_code,fiscal_year,category,budgeted_amount,spent_amount,currency,approved_date,approved_by,notes,created_at,updated_at
BUD-000032,751-SCH-004,751,2024,Undervisningsmaterialer,2628080.67,2064989.21,DKK,2024-01-15,Noah Jakobsen,,2026-02-27T13:34:08.046908,2026-02-27T13:34:08.046908
BUD-000033,751-SCH-004,751,2024,IT_udstyr,1555651.09,1454169.49,DKK,2024-01-15,Lucas Berg,,2026-02-27T13:34:08.046910,2026-02-27T13:34:08.046911
BUD-000034,751-SCH-004,751,2024,Bygningsvedligehold,814561.72,701683.41,DKK,2024-01-15,Mathias Mortensen,,2026-02-27T13:34:08.046913,2026-02-27T13:34:08.046914
BUD-000035,751-SCH-004,751,2024,Transport,543123.53,514916.57,DKK,2024-01-15,Carl Sorensen,,2026-02-27T13:34:08.046921,2026-02-27T13:34:08.046922
BUD-000036,751-SCH-004,751,2024,Kantinedrift,1112536.65,858009.27,DKK,2024-01-15,Sebastian Hansen,,2026-02-27T13:34:08.046924,2026-02-27T13:34:08.046925
BUD-000037,751-SCH-004,751,2024,Specialundervisning,549218.92,467200.24,DKK,2024-01-15,Jakob Larsen,,2026-02-27T13:34:08.046926,2026-02-27T13:34:08.046927
BUD-000038,751-SCH-004,751,2024,Fritidsaktiviteter,535846.49,473715.48,DKK,2024-01-15,Frederik Pedersen,,2026-02-27T13:34:08.046929,2026-02-27T13:34:08.046930
BUD-000039,751-SCH-004,751,2024,Administration,1115345.77,1054628.49,DKK,2024-01-15,Magnus Petersen,,2026-02-27T13:34:08.046932,2026-02-27T13:34:08.046933
BUD-000040,751-SCH-004,751,2024,Rengoring,594265.89,526210.61,DKK,2024-01-15,Magnus Berg,,2026-02-27T13:34:08.046935,2026-02-27T13:34:08.046935
BUD-000041,751-SCH-005,751,2024,Personale,22547060.13,18415187.3,DKK,2024-01-15,Alexander Berg,,2026-02-27T13:34:08.046938,2026-02-27T13:34:08.046939
BUD-000042,751-SCH-005,751,2024,Undervisningsmaterialer,3623010.5,3437382.54,DKK,2024-01-15,Magnus Mortensen,,2026-02-27T13:34:08.046952,2026-02-27T13:34:08.046953
BUD-000043,751-SCH-005,751,2024,IT_udstyr,2496607.09,1961143.96,DKK,2024-01-15,Lucas Pedersen,,2026-02-27T13:34:08.046955,2026-02-27T13:34:08.046955
BUD-000044,751-SCH-005,751,2024,Bygningsvedligehold,1596014.04,1437892.55,DKK,2024-01-15,Oscar Jakobsen,,2026-02-27T13:34:08.046957,2026-02-27T13:34:08.046958
BUD-000045,751-SCH-005,751,2024,Transport,1202700.08,966736.25,DKK,2024-01-15,Oscar Johansen,,2026-02-27T13:34:08.046960,2026-02-27T13:34:08.046961
BUD-000046,751-SCH-005,751,2024,Kantinedrift,1043816.25,835924.89,DKK,2024-01-15,Christian Lund,,2026-02-27T13:34:08.046963,2026-02-27T13:34:08.046964
BUD-000047,751-SCH-005,751,2024,Specialundervisning,788651.7,722916.03,DKK,2024-01-15,Noah Sorensen,,2026-02-27T13:34:08.046966,2026-02-27T13:34:08.046967
BUD-000048,751-SCH-005,751,2024,Fritidsaktiviteter,1508977.86,1276021.42,DKK,2024-01-15,Sebastian Jorgensen,,2026-02-27T13:34:08.046970,2026-02-27T13:34:08.046971
BUD-000049,751-SCH-005,751,2024,Administration,997088.56,811811.4,DKK,2024-01-15,William Thomsen,,2026-02-27T13:34:08.046973,2026-02-27T13:34:08.046974
BUD-000050,751-SCH-005,751,2024,Rengoring,1694047.0,1283021.56,DKK,2024-01-15,Sebastian Thomsen,,2026-02-27T13:34:08.046977,2026-02-27T13:34:08.046978
BUD-000051,751-SCH-006,751,2024,Personale,16683588.79,14197451.1,DKK,2024-01-15,Oliver Pedersen,,2026-02-27T13:34:08.046981,2026-02-27T13:34:08.046982
BUD-000052,751-SCH-006,751,2024,Undervisningsmaterialer,2789846.02,2478365.93,DKK,2024-01-15,Christian Knudsen,,2026-02-27T13:34:08.046984,2026-02-27T13:34:08.046985
BUD-000053,751-SCH-006,751,2024,IT_udstyr,2076577.37,1779961.24,DKK,2024-01-15,Rasmus Larsen,,2026-02-27T13:34:08.046988,2026-02-27T13:34:08.046989
BUD-000054,751-SCH-006,751,2024,Bygningsvedligehold,844351.96,653186.86,DKK,2024-01-15,Oliver Hansen,,2026-02-27T13:34:08.046991,2026-02-27T13:34:08.046992
BUD-000055,751-SCH-006,751,2024,Transport,1322265.53,1229395.88,DKK,2024-01-15,Emil Mortensen,,2026-02-27T13:34:08.047001,2026-02-27T13:34:08.047002
BUD-000056,751-SCH-006,751,2024,Kantinedrift,1038279.2,783206.84,DKK,2024-01-15,Jakob Eriksen,,2026-02-27T13:34:08.047004,2026-02-27T13:34:08.047005
BUD-000057,751-SCH-006,751,2024,Specialundervisning,1227895.5,1091286.81,DKK,2024-01-15,Carl Olsen,,2026-02-27T13:34:08.047007,2026-02-27T13:34:08.047008
BUD-000058,751-SCH-006,751,2024,Fritidsaktiviteter,806765.19,648638.57,DKK,2024-01-15,Carl Mortensen,,2026-02-27T13:34:08.047010,2026-02-27T13:34:08.047011
BUD-000059,751-SCH-006,751,2024,Administration,806631.52,618609.02,DKK,2024-01-15,Victor Nielsen,,2026-02-27T13:34:08.047013,2026-02-27T13:34:08.047014
BUD-000060,751-SCH-006,751,2024,Rengoring,988637.63,780591.78,DKK,2024-01-15,Mads Moller,,2026-02-27T13:34:08.047016,2026-02-27T13:34:08.047017
BUD-000061,751-SCH-007,751,2024,Personale,12090022.46,9690466.45,DKK,2024-01-15,Frederik Moller,,2026-02-27T13:34:08.047019,2026-02-27T13:34:08.047020
BUD-000062,751-SCH-007,751,2024,Undervisningsmaterialer,2433177.61,2157276.28,DKK,2024-01-15,Alexander Jorgensen,,2026-02-27T13:34:08.047022,2026-02-27T13:34:08.047023
BUD-000063,751-SCH-007,751,2024,IT_udstyr,1516847.1,1264415.84,DKK,2024-01-15,Alexander Hansen,,2026-02-27T13:34:08.047025,2026-02-27T13:34:08.047026
BUD-000064,751-SCH-007,751,2024,Bygningsvedligehold,1020951.56,879113.84,DKK,2024-01-15,Mikkel Jakobsen,,2026-02-27T13:34:08.047028,2026-02-27T13:34:08.047028
BUD-000065,751-SCH-007,751,2024,Transport,1019301.5,793405.77,DKK,2024-01-15,Victor Sorensen,,2026-02-27T13:34:08.047030,2026-02-27T13:34:08.047031
BUD-000066,751-SCH-007,751,2024,Kantinedrift,766326.63,660505.44,DKK,2024-01-15,Sebastian Knudsen,,2026-02-27T13:34:08.047034,2026-02-27T13:34:08.047035
BUD-000067,751-SCH-007,751,2024,Specialundervisning,908108.27,860260.64,DKK,2024-01-15,Kasper Pedersen,,2026-02-27T13:34:08.047037,2026-02-27T13:34:08.047037
BUD-000068,751-SCH-007,751,2024,Fritidsaktiviteter,760939.59,668582.97,DKK,2024-01-15,Noah Hansen,,2026-02-27T13:34:08.047039,2026-02-27T13:34:08.047040
BUD-000069,751-SCH-007,751,2024,Administration,561315.37,496317.86,DKK,2024-01-15,Oscar Johansen,,2026-02-27T13:34:08.047042,2026-02-27T13:34:08.047043
BUD-000070,751-SCH-007,751,2024,Rengoring,869369.63,672836.54,DKK,2024-01-15,Oscar Kristensen,,2026-02-27T13:34:08.047045,2026-02-27T13:34:08.047046
BUD-000071,751-SCH-008,751,2024,Personale,13025948.81,10516013.26,DKK,2024-01-15,Emil Rasmussen,,2026-02-27T13:34:08.047049,2026-02-27T13:34:08.047050
BUD-000072,751-SCH-008,751,2024,Undervisningsmaterialer,1959354.47,1718374.03,DKK,2024-01-15,William Christensen,,2026-02-27T13:34:08.047052,2026-02-27T13:34:08.047052
BUD-000073,751-SCH-008,751,2024,IT_udstyr,1430030.05,1115840.16,DKK,2024-01-15,Rasmus Hansen,,2026-02-27T13:34:08.047054,2026-02-27T13:34:08.047055
BUD-000074,751-SCH-008,751,2024,Bygningsvedligehold,1076372.72,942045.6,DKK,2024-01-15,Jonas Mortensen,,2026-02-27T13:34:08.047057,2026-02-27T13:34:08.047058
BUD-000075,751-SCH-008,751,2024,Transport,821246.59,707928.62,DKK,2024-01-15,Tobias Christensen,,2026-02-27T13:34:08.047062,2026-02-27T13:34:08.047063
BUD-000076,751-SCH-008,751,2024,Kantinedrift,576903.48,516261.15,DKK,2024-01-15,Mads Sorensen,,2026-02-27T13:34:08.047065,2026-02-27T13:34:08.047066
BUD-000077,751-SCH-008,751,2024,Specialundervisning,506752.74,461512.71,DKK,2024-01-15,Christian Berg,,2026-02-27T13:34:08.047069,2026-02-27T13:34:08.047070
BUD-000078,751-SCH-008,751,2024,Fritidsaktiviteter,912290.76,694787.25,DKK,2024-01-15,Sebastian Sorensen,,2026-02-27T13:34:08.047073,2026-02-27T13:34:08.047074
BUD-000079,751-SCH-008,751,2024,Administration,675073.05,525925.44,DKK,2024-01-15,Emil Sorensen,,2026-02-27T13:34:08.047077,2026-02-27T13:34:08.047078
BUD-000080,751-SCH-008,751,2024,Rengoring,1064283.16,903280.61,DKK,2024-01-15,Rasmus Nielsen,,2026-02-27T13:34:08.047080,2026-02-27T13:34:08.047081
BUD-000001,461-SCH-001,461,2024,Personale,28256671.6,23712921.93,DKK,2024-01-15,Mikkel Eriksen,,2026-02-27T13:34:08.113711,2026-02-27T13:34:08.113714
BUD-000002,461-SCH-001,461,2024,Undervisningsmaterialer,4397670.49,3885620.85,DKK,2024-01-15,Oscar Knudsen,,2026-02-27T13:34:08.113718,2026-02-27T13:34:08.113718
BUD-000003,461-SCH-001,461,2024,IT_udstyr,2832372.82,2234065.7,DKK,2024-01-15,Kasper Petersen,,2026-02-27T13:34:08.113721,2026-02-27T13:34:08.113722
BUD-000004,461-SCH-001,461,2024,Bygningsvedligehold,1632694.44,1515319.79,DKK,2024-01-15,William Olsen,,2026-02-27T13:34:08.113724,2026-02-27T13:34:08.113725
BUD-000005,461-SCH-001,461,2024,Transport,1976894.66,1648023.96,DKK,2024-01-15,Emil Madsen,,2026-02-27T13:34:08.113727,2026-02-27T13:34:08.113728
BUD-000006,461-SCH-001,461,2024,Kantinedrift,1085633.99,944631.33,DKK,2024-01-15,Christian Olsen,,2026-02-27T13:34:08.113730,2026-02-27T13:34:08.113731
BUD-000007,461-SCH-001,461,2024,Specialundervisning,1925507.6,1766078.0,DKK,2024-01-15,Oscar Olsen,,2026-02-27T13:34:08.113736,2026-02-27T13:34:08.113737
BUD-000008,461-SCH-001,461,2024,Fritidsaktiviteter,1326523.55,1112606.99,DKK,2024-01-15,Mathias Madsen,,2026-02-27T13:34:08.113739,2026-02-27T13:34:08.113740
BUD-000009,461-SCH-001,461,2024,Administration,2157869.82,1977031.7,DKK,2024-01-15,Nikolaj Madsen,,2026-02-27T13:34:08.113743,2026-02-27T13:34:08.113744
BUD-000010,461-SCH-001,461,2024,Rengoring,1998771.49,1622219.06,DKK,2024-01-15,Christian Hansen,,2026-02-27T13:34:08.113747,2026-02-27T13:34:08.113748
BUD-000011,461-SCH-002,461,2024,Personale,26823386.71,21529159.48,DKK,2024-01-15,Mikkel Jensen,,2026-02-27T13:34:08.113752,2026-02-27T13:34:08.113753
BUD-000012,461-SCH-002,461,2024,Undervisningsmaterialer,5129059.15,3916624.73,DKK,2024-01-15,Jakob Mortensen,,2026-02-27T13:34:08.113756,2026-02-27T13:34:08.113757
BUD-000013,461-SCH-002,461,2024,IT_udstyr,3567251.6,2986888.39,DKK,2024-01-15,Lucas Hansen,,2026-02-27T13:34:08.113759,2026-02-27T13:34:08.113760
BUD-000014,461-SCH-002,461,2024,Bygningsvedligehold,1427519.23,1239841.18,DKK,2024-01-15,Kasper Olsen,,2026-02-27T13:34:08.113762,2026-02-27T13:34:08.113763
BUD-000015,461-SCH-002,461,2024,Transport,1417226.9,1139803.96,DKK,2024-01-15,Magnus Mortensen,,2026-02-27T13:34:08.113765,2026-02-27T13:34:08.113766
BUD-000016,461-SCH-002,461,2024,Kantinedrift,950692.58,839609.32,DKK,2024-01-15,Tobias Berg,,2026-02-27T13:34:08.113768,2026-02-27T13:34:08.113769
BUD-000017,461-SCH-002,461,2024,Specialundervisning,1928569.68,1575902.07,DKK,2024-01-15,Mikkel Poulsen,,2026-02-27T13:34:08.113771,2026-02-27T13:34:08.113772
BUD-000018,461-SCH-002,461,2024,Fritidsaktiviteter,1020881.4,853027.62,DKK,2024-01-15,Oscar Eriksen,,2026-02-27T13:34:08.113774,2026-02-27T13:34:08.113774
BUD-000019,461-SCH-002,461,2024,Administration,1759764.98,1487082.76,DKK,2024-01-15,Sebastian Andersen,,2026-02-27T13:34:08.113776,2026-02-27T13:34:08.113777
BUD-000020,461-SCH-002,461,2024,Rengoring,1291927.11,971611.39,DKK,2024-01-15,Christian Knudsen,,2026-02-27T13:34:08.113779,2026-02-27T13:34:08.113780
BUD-000021,461-SCH-003,461,2024,Personale,23349197.52,19028012.72,DKK,2024-01-15,Jakob Hansen,,2026-02-27T13:34:08.113782,2026-02-27T13:34:08.113783
BUD-000022,461-SCH-003,461,2024,Undervisningsmaterialer,3317263.4,2591126.27,DKK,2024-01-15,William Petersen,,2026-02-27T13:34:08.113785,2026-02-27T13:34:08.113786
BUD-000023,461-SCH-003,461,2024,IT_udstyr,3004625.11,2790058.3,DKK,2024-01-15,Jonas Kristensen,,2026-02-27T13:34:08.113788,2026-02-27T13:34:08.113789
BUD-000024,461-SCH-003,461,2024,Bygningsvedligehold,1240629.46,1146940.05,DKK,2024-01-15,Noah Kristensen,,2026-02-27T13:34:08.113791,2026-02-27T13:34:08.113792
BUD-000025,461-SCH-003,461,2024,Transport,991435.8,913740.14,DKK,2024-01-15,Noah Larsen,,2026-02-27T13:34:08.113794,2026-02-27T13:34:08.113794
BUD-000026,461-SCH-003,461,2024,Kantinedrift,1220846.87,1154306.4,DKK,2024-01-15,Simon Madsen,,2026-02-27T13:34:08.113796,2026-02-27T13:34:08.113797
BUD-000027,461-SCH-003,461,2024,Specialundervisning,1713695.35,1529107.12,DKK,2024-01-15,Oscar Knudsen,,2026-02-27T13:34:08.113800,2026-02-27T13:34:08.113801
BUD-000028,461-SCH-003,461,2024,Fritidsaktiviteter,1607758.07,1220301.16,DKK,2024-01-15,Kasper Jorgensen,,2026-02-27T13:34:08.113803,2026-02-27T13:34:08.113804
BUD-000029,461-SCH-003,461,2024,Administration,1461418.09,1170556.5,DKK,2024-01-15,Oliver Jakobsen,,2026-02-27T13:34:08.113806,2026-02-27T13:34:08.113807
BUD-000030,461-SCH-003,461,2024,Rengoring,1115956.63,1032649.17,DKK,2024-01-15,Carl Christensen,,2026-02-27T13:34:08.113810,2026-02-27T13:34:08.113811
BUD-000031,461-SCH-004,461,2024,Personale,15349434.55,12443188.23,DKK,2024-01-15,Lucas Pedersen,,2026-02-27T13:34:08.113814,2026-02-27T13:34:08.113815
BUD-000032,461-SCH-004,461,2024,Undervisningsmaterialer,2998134.99,2826791.19,DKK,2024-01-15,Tobias Eriksen,,2026-02-27T13:34:08.113817,2026-02-27T13:34:08.113818
BUD-000033,461-SCH-004,461,2024,IT_udstyr,1993801.43,1783374.81,DKK,2024-01-15,Carl Poulsen,,2026-02-27T13:34:08.113821,2026-02-27T13:34:08.113821
BUD-000034,461-SCH-004,461,2024,Bygningsvedligehold,974724.99,859857.16,DKK,2024-01-15,Magnus Andersen,,2026-02-27T13:34:08.113823,2026-02-27T13:34:08.113824
BUD-000035,461-SCH-004,461,2024,Transport,554498.8,454196.12,DKK,2024-01-15,Magnus Thomsen,,2026-02-27T13:34:08.113826,2026-02-27T13:34:08.113827
BUD-000036,461-SCH-004,461,2024,Kantinedrift,1171002.49,1110119.99,DKK,2024-01-15,Kasper Jensen,,2026-02-27T13:34:08.113829,2026-02-27T13:34:08.113830
BUD-000037,461-SCH-004,461,2024,Specialundervisning,763135.07,615821.29,DKK,2024-01-15,Mathias Eriksen,,2026-02-27T13:34:08.113832,2026-02-27T13:34:08.113832
BUD-000038,461-SCH-004,461,2024,Fritidsaktiviteter,604158.42,561002.97,DKK,2024-01-15,Oscar Jensen,,2026-02-27T13:34:08.113834,2026-02-27T13:34:08.113835
BUD-000039,461-SCH-004,461,2024,Administration,1083945.4,965936.25,DKK,2024-01-15,Jonas Sorensen,,2026-02-27T13:34:08.113837,2026-02-27T13:34:08.113838
BUD-000040,461-SCH-004,461,2024,Rengoring,931586.28,776247.22,DKK,2024-01-15,William Berg,,2026-02-27T13:34:08.113840,2026-02-27T13:34:08.113841
BUD-000041,461-SCH-005,461,2024,Personale,32523530.19,29310099.56,DKK,2024-01-15,Rasmus Berg,,2026-02-27T13:34:08.113843,2026-02-27T13:34:08.113844
BUD-000042,461-SCH-005,461,2024,Undervisningsmaterialer,5655113.89,4753560.22,DKK,2024-01-15,Nikolaj Jakobsen,,2026-02-27T13:34:08.113846,2026-02-27T13:34:08.113847
BUD-000043,461-SCH-005,461,2024,IT_udstyr,3895625.58,3449951.25,DKK,2024-01-15,Alexander Hansen,,2026-02-27T13:34:08.113849,2026-02-27T13:34:08.113850
BUD-000044,461-SCH-005,461,2024,Bygningsvedligehold,2544247.94,2406041.98,DKK,2024-01-15,Christian Jakobsen,,2026-02-27T13:34:08.113852,2026-02-27T13:34:08.113853
BUD-000045,461-SCH-005,461,2024,Transport,2517722.91,2234229.12,DKK,2024-01-15,Mathias Poulsen,,2026-02-27T13:34:08.113855,2026-02-27T13:34:08.113855
BUD-000046,461-SCH-005,461,2024,Kantinedrift,2387215.97,2260522.57,DKK,2024-01-15,Simon Petersen,,2026-02-27T13:34:08.113857,2026-02-27T13:34:08.113858
BUD-000047,461-SCH-005,461,2024,Specialundervisning,1386812.78,1107706.17,DKK,2024-01-15,Victor Moller,,2026-02-27T13:34:08.113860,2026-02-27T13:34:08.113861
BUD-000048,461-SCH-005,461,2024,Fritidsaktiviteter,1967071.13,1797486.52,DKK,2024-01-15,Simon Nielsen,,2026-02-27T13:34:08.113863,2026-02-27T13:34:08.113863
BUD-000049,461-SCH-005,461,2024,Administration,1241218.01,1136401.16,DKK,2024-01-15,Noah Berg,,2026-02-27T13:34:08.113867,2026-02-27T13:34:08.113868
BUD-000050,461-SCH-005,461,2024,Rengoring,1158148.74,915252.64,DKK,2024-01-15,Emil Jorgensen,,2026-02-27T13:34:08.113870,2026-02-27T13:34:08.113871
BUD-000051,461-SCH-006,461,2024,Personale,16348007.77,13827257.18,DKK,2024-01-15,Christian Sorensen,,2026-02-27T13:34:08.113874,2026-02-27T13:34:08.113874
BUD-000052,461-SCH-006,461,2024,Undervisningsmaterialer,2282051.72,2127236.62,DKK,2024-01-15,Oliver Johansen,,2026-02-27T13:34:08.113878,2026-02-27T13:34:08.113878
BUD-000053,461-SCH-006,461,2024,IT_udstyr,1485137.63,1169326.1,DKK,2024-01-15,Sebastian Jakobsen,,2026-02-27T13:34:08.113881,2026-02-27T13:34:08.113881
BUD-000054,461-SCH-006,461,2024,Bygningsvedligehold,977654.53,819659.71,DKK,2024-01-15,Mathias Thomsen,,2026-02-27T13:34:08.113885,2026-02-27T13:34:08.113886
BUD-000055,461-SCH-006,461,2024,Transport,655201.55,565730.8,DKK,2024-01-15,Sebastian Petersen,,2026-02-27T13:34:08.113888,2026-02-27T13:34:08.113889
BUD-000056,461-SCH-006,461,2024,Kantinedrift,933405.42,792855.56,DKK,2024-01-15,Christian Andersen,,2026-02-27T13:34:08.113891,2026-02-27T13:34:08.113891
BUD-000057,461-SCH-006,461,2024,Specialundervisning,627181.33,497676.55,DKK,2024-01-15,Nikolaj Hansen,,2026-02-27T13:34:08.113893,2026-02-27T13:34:08.113894
BUD-000058,461-SCH-006,461,2024,Fritidsaktiviteter,1068486.29,903496.32,DKK,2024-01-15,Emil Moller,,2026-02-27T13:34:08.113896,2026-02-27T13:34:08.113897
BUD-000059,461-SCH-006,461,2024,Administration,733856.36,657881.35,DKK,2024-01-15,Oliver Eriksen,,2026-02-27T13:34:08.113899,2026-02-27T13:34:08.113899
BUD-000060,461-SCH-006,461,2024,Rengoring,800148.29,604436.47,DKK,2024-01-15,Rasmus Andersen,,2026-02-27T13:34:08.113901,2026-02-27T13:34:08.113902
BUD-000001,851-SCH-001,851,2024,Personale,13892639.47,11330602.97,DKK,2024-01-15,Tobias Christensen,,2026-02-27T13:34:08.173290,2026-02-27T13:34:08.173292
BUD-000002,851-SCH-001,851,2024,Undervisningsmaterialer,2254596.04,1971218.53,DKK,2024-01-15,William Johansen,,2026-02-27T13:34:08.173295,2026-02-27T13:34:08.173296
BUD-000003,851-SCH-001,851,2024,IT_udstyr,1753530.72,1418692.11,DKK,2024-01-15,Tobias Jensen,,2026-02-27T13:34:08.173298,2026-02-27T13:34:08.173299
BUD-000004,851-SCH-001,851,2024,Bygningsvedligehold,972096.67,777170.73,DKK,2024-01-15,Jonas Jakobsen,,2026-02-27T13:34:08.173301,2026-02-27T13:34:08.173302
BUD-000005,851-SCH-001,851,2024,Transport,983666.48,924919.0,DKK,2024-01-15,Jonas Jorgensen,,2026-02-27T13:34:08.173304,2026-02-27T13:34:08.173305
BUD-000006,851-SCH-001,851,2024,Kantinedrift,460650.98,399022.06,DKK,2024-01-15,Sebastian Johansen,,2026-02-27T13:34:08.173307,2026-02-27T13:34:08.173308
BUD-000007,851-SCH-001,851,2024,Specialundervisning,1012137.22,867335.71,DKK,2024-01-15,Oliver Sorensen,,2026-02-27T13:34:08.173310,2026-02-27T13:34:08.173311
BUD-000008,851-SCH-001,851,2024,Fritidsaktiviteter,764103.44,631200.94,DKK,2024-01-15,Oliver Andersen,,2026-02-27T13:34:08.173313,2026-02-27T13:34:08.173313
BUD-000009,851-SCH-001,851,2024,Administration,808850.31,616802.05,DKK,2024-01-15,Jakob Mortensen,,2026-02-27T13:34:08.173315,2026-02-27T13:34:08.173316
BUD-000010,851-SCH-001,851,2024,Rengoring,717434.35,588371.94,DKK,2024-01-15,Simon Olsen,,2026-02-27T13:34:08.173318,2026-02-27T13:34:08.173319
BUD-000011,851-SCH-002,851,2024,Personale,21164190.08,17746590.95,DKK,2024-01-15,Alexander Olsen,,2026-02-27T13:34:08.173325,2026-02-27T13:34:08.173325
BUD-000012,851-SCH-002,851,2024,Undervisningsmaterialer,3544870.86,2775636.67,DKK,2024-01-15,Mikkel Sorensen,,2026-02-27T13:34:08.173327,2026-02-27T13:34:08.173328
BUD-000013,851-SCH-002,851,2024,IT_udstyr,2086343.46,1761691.77,DKK,2024-01-15,Jonas Larsen,,2026-02-27T13:34:08.173330,2026-02-27T13:34:08.173331
BUD-000014,851-SCH-002,851,2024,Bygningsvedligehold,1075505.26,885503.33,DKK,2024-01-15,Oscar Jakobsen,,2026-02-27T13:34:08.173333,2026-02-27T13:34:08.173333
BUD-000015,851-SCH-002,851,2024,Transport,1017145.45,957854.72,DKK,2024-01-15,Alexander Madsen,,2026-02-27T13:34:08.173335,2026-02-27T13:34:08.173336
BUD-000016,851-SCH-002,851,2024,Kantinedrift,1221875.7,996013.39,DKK,2024-01-15,Mads Nielsen,,2026-02-27T13:34:08.173338,2026-02-27T13:34:08.173339
BUD-000017,851-SCH-002,851,2024,Specialundervisning,1605442.67,1421387.17,DKK,2024-01-15,Mikkel Jensen,,2026-02-27T13:34:08.173341,2026-02-27T13:34:08.173341
BUD-000018,851-SCH-002,851,2024,Fritidsaktiviteter,981551.2,776023.29,DKK,2024-01-15,Jonas Eriksen,,2026-02-27T13:34:08.173343,2026-02-27T13:34:08.173344
BUD-000019,851-SCH-002,851,2024,Administration,1201363.5,1078487.67,DKK,2024-01-15,Mads Jakobsen,,2026-02-27T13:34:08.173346,2026-02-27T13:34:08.173347
BUD-000020,851-SCH-002,851,2024,Rengoring,1308605.03,1193030.02,DKK,2024-01-15,Mads Knudsen,,2026-02-27T13:34:08.173349,2026-02-27T13:34:08.173352
BUD-000021,851-SCH-003,851,2024,Personale,8121575.5,6172064.54,DKK,2024-01-15,William Nielsen,,2026-02-27T13:34:08.173354,2026-02-27T13:34:08.173355
BUD-000022,851-SCH-003,851,2024,Undervisningsmaterialer,1608858.35,1515018.82,DKK,2024-01-15,Jonas Jorgensen,,2026-02-27T13:34:08.173357,2026-02-27T13:34:08.173358
BUD-000023,851-SCH-003,851,2024,IT_udstyr,1060975.55,802836.93,DKK,2024-01-15,Rasmus Poulsen,,2026-02-27T13:34:08.173360,2026-02-27T13:34:08.173360
BUD-000024,851-SCH-003,851,2024,Bygningsvedligehold,354517.65,266163.35,DKK,2024-01-15,Sebastian Moller,,2026-02-27T13:34:08.173362,2026-02-27T13:34:08.173363
BUD-000025,851-SCH-003,851,2024,Transport,409643.91,386172.8,DKK,2024-01-15,Emil Nielsen,,2026-02-27T13:34:08.173365,2026-02-27T13:34:08.173366
BUD-000026,851-SCH-003,851,2024,Kantinedrift,658812.07,586449.02,DKK,2024-01-15,Lucas Christensen,,2026-02-27T13:34:08.173368,2026-02-27T13:34:08.173369
BUD-000027,851-SCH-003,851,2024,Specialundervisning,521489.38,482747.6,DKK,2024-01-15,Emil Jakobsen,,2026-02-27T13:34:08.173371,2026-02-27T13:34:08.173371
BUD-000028,851-SCH-003,851,2024,Fritidsaktiviteter,355934.64,309356.78,DKK,2024-01-15,Mikkel Nielsen,,2026-02-27T13:34:08.173373,2026-02-27T13:34:08.173374
BUD-000029,851-SCH-003,851,2024,Administration,323969.41,254912.39,DKK,2024-01-15,Sebastian Rasmussen,,2026-02-27T13:34:08.173376,2026-02-27T13:34:08.173377
BUD-000030,851-SCH-003,851,2024,Rengoring,632538.08,539131.41,DKK,2024-01-15,Christian Jorgensen,,2026-02-27T13:34:08.173379,2026-02-27T13:34:08.173379
BUD-000031,851-SCH-004,851,2024,Personale,12229573.44,9866148.36,DKK,2024-01-15,Victor Mortensen,,2026-02-27T13:34:08.173382,2026-02-27T13:34:08.173383
BUD-000032,851-SCH-004,851,2024,Undervisningsmaterialer,1754830.64,1449182.05,DKK,2024-01-15,Frederik Madsen,,2026-02-27T13:34:08.173385,2026-02-27T13:34:08.173385
BUD-000033,851-SCH-004,851,2024,IT_udstyr,1125388.78,1012159.06,DKK,2024-01-15,Alexander Andersen,,2026-02-27T13:34:08.173387,2026-02-27T13:34:08.173388
BUD-000034,851-SCH-004,851,2024,Bygningsvedligehold,972900.02,755885.93,DKK,2024-01-15,Mathias Petersen,,2026-02-27T13:34:08.173390,2026-02-27T13:34:08.173391
BUD-000035,851-SCH-004,851,2024,Transport,825201.19,658336.8,DKK,2024-01-15,Noah Poulsen,,2026-02-27T13:34:08.173392,2026-02-27T13:34:08.173393
BUD-000036,851-SCH-004,851,2024,Kantinedrift,747249.86,660240.38,DKK,2024-01-15,Mads Andersen,,2026-02-27T13:34:08.173395,2026-02-27T13:34:08.173396
BUD-000037,851-SCH-004,851,2024,Specialundervisning,416224.79,351775.17,DKK,2024-01-15,Oscar Thomsen,,2026-02-27T13:34:08.173398,2026-02-27T13:34:08.173398
BUD-000038,851-SCH-004,851,2024,Fritidsaktiviteter,748841.23,601937.13,DKK,2024-01-15,Noah Andersen,,2026-02-27T13:34:08.173400,2026-02-27T13:34:08.173401
BUD-000039,851-SCH-004,851,2024,Administration,437403.4,328871.07,DKK,2024-01-15,Carl Petersen,,2026-02-27T13:34:08.173403,2026-02-27T13:34:08.173404
BUD-000040,851-SCH-004,851,2024,Rengoring,903377.44,721961.77,DKK,2024-01-15,Frederik Hansen,,2026-02-27T13:34:08.173406,2026-02-27T13:34:08.173406
BUD-000041,851-SCH-005,851,2024,Personale,23804984.94,20827231.3,DKK,2024-01-15,Mads Thomsen,,2026-02-27T13:34:08.173409,2026-02-27T13:34:08.173409
BUD-000042,851-SCH-005,851,2024,Undervisningsmaterialer,3838663.48,3333134.98,DKK,2024-01-15,Jonas Jorgensen,,2026-02-27T13:34:08.173411,2026-02-27T13:34:08.173412
